episode,act,title,contributors,description,episode-act
450,0.02,Act Two. Benny Takes a Jet.,,"
Ira Glass speaks with a guy named Benny, who came up with a crazy idea for how to deal with a crush. And in its own way, this crazy idea worked. (13 1/2 minutes)Love • Travel 
Song:
""I'm Putting All My Eggs in One Basket"", Bob Wills and his Texas Playboys
 
",450.02
450,0.21,Credits.,,Credits,450.21
451,0.0,Prologue.,Ira Glass,"
Host Ira Glass revisits some interviews done with Penn State students in 2009, long before the sex abuse scandal that's engulfed the football team and led to the resignation of its legendary coach, as well as the university's President. Back in 2009, students said that the best thing about Penn State football is the high moral standard upheld by the team and its coaches.
(5 minutes)College • Neighbors/Neighborhoods • Sports Ira Glass
 ",451.0
451,0.01,"Act One. Say It Ain't So, Joe.",Sarah Koenig,"
Sarah Koenig attended last weekend's Penn State game, the last home game of the season, with Michael Winereb and his parents. Weinreb grew up in State College, and has written several widely circulated columns for the website Grantland about his reactions to the recent scandal. Here are the first, the second and the third. He went to the game worrying that Joe Paterno and the team are so embedded into his childhood memories and experiences, that the recent news will actually rip at his own feelings about his past. Sarah also talks with other State College residents who are struggling to make sense of the news. (21 minutes)College • Crime • Sports Sarah Koenig
 ",451.01
451,0.02,Act Two. Tonight We're Gonna Party Like It's 2009.,Ira Glass,"
We hear excerpts from our 2009 episode that was recorded at Penn State.
Though the focus of that episode was student drinking and partying, we hear
how much of the culture of the school is organized around football and how
deeply people loved the team and Coach Joe Paterno. All this helps explain
the disappointment, confusion and violence we've seen at State College in
the wake of the grand jury report. As part of this act, we hear a new
interview with from Philadelphia Inquirer reporter Frank Fitzpatrick, whose
investigation of Penn State football's finances was nominated for a Pulitzer Prize. (29 minutes)College • Sports Ira Glass
 ",451.02
451,0.21,Credits.,,Credits,451.21
452,0.0,Prologue.,Ira Glass,"
Ira Glass talks with Scharlette Holdman, who works with defense teams on high profile death row cases, and who has not talked to a reporter in more than 25 years. Why did she suddenly end the moratorium on press? Because her story is about something important: Namely, a beautiful chicken.
(2 1/2 minutes)Animals Ira Glass
 ",452.0
452,0.01,Act One. Witness for the Barbecue-tion.,Ira Glass,"
Scharlette Holdman's story continues, in which she and the rest of a legal
defense team try to save a man on death row by finding a star witness — a
chicken with a specific skill.
(10 1/2 minutes)Animals • Criminal Justice Ira Glass
 ",452.01
452,0.02,Act Two. Murder Most Fowl.,Sam Bungey,"
The number of wild turkeys in the United States has risen from 30,000 at the
beginning of the 20th century to an estimated seven million today. And it's
common for them to get aggressive with people. But the average turkey
doesn't come close to the reign of terror unleashed by one particular
turkey, named Tom, on Martha's Vinyard in 2008. Sam Bungey tells the story.
(15 minutes)Animals Sam Bungey
 ",452.02
452,0.03,Act Three. Latin Liver.,,"
In order to make foie gras — goose liver — the birds have to be treated
inhumanely, strapped down and force-fed huge amounts of food. So when a chef
named Dan Barber heard about Eduardo Sousa, a Spaniard who had supposedly
found a way to make foie gras without mistreating the animals, Dan didn't
believe it ... until he went to Spain to investigate. Dan runs the New York
restaurant Blue Hill. (20 minutes)Animals • Food/Drinks/Cooking 
Song:
""Don't Fence Me In"", Louis Armstrong and His All Stars
 
",452.03
453,0.0,Prologue.,Ira Glass,"
Host Ira Glass speaks with Columbia University professor Peter Coleman, who shares some surprising details about the battle surrounding the abortion debate in Boston during the 1990s. We learn what secret meetings between the warring groups could accomplish, and what they couldn't. Coleman wrote about this topic in his book The Five Percent: Finding Solutions to Seemingly Impossible Conflicts.""
(7 minutes)Politics Ira Glass
 ",453.0
453,0.01,Act One. Solidarity For Never.,Amy Drozdowska,"
After a 2010 plane crash killed dozens of Polish dignitaries, including the president, some thought that the country would cross the political rift and come together to mourn. Reporter Amy Drozdowska-McGuire tells what happened instead. (26 minutes)Government • Politics • Presidents Amy Drozdowska-McGuire
 
Song:
""You Don't Make No Sense"", Woozyhelmet
 
",453.01
453,0.02,Act Two. A Tale of Two Jerseys.,,"
When Chris Gethard was attending a run-down Rutgers University in the late
1990s, another student down the way—at a university called Princeton—became his nemesis. This is the title story of Chris's book A Bad Idea I'm About to Do, which comes out in January. He also hosts The Chris Gethard Show, a public access TV talk show. (20 minutes)College 
Songs:
""Revenge"", Spoon
""Nemesis"", The Abramson Singers
 
",453.02
453,0.21,Credits.,,Credits,453.21
454,0.0,Prologue.,Ira Glass,"
Host Ira Glass speaks with an Apple device about its origin. (2 minutes)Technology Ira Glass
 ",454.0
454,0.01,Act One. Mister Daisey Goes to China.,Mike Daisey,"
Mike Daisey performs an excerpt that was adapted for radio from his one-man show ""The Agony and the Ecstasy of Steve Jobs."" A lifelong Apple superfan, Daisey sees some photos online from the inside of a factory that makes
iPhones, starts to wonder about the people working there, and flies to China to meet them. His show restarts a run at New York's Public Theater later this month.
(39 minutes)
Business • Labor • Politics • Technology Mike Daisey
 ",454.01
454,0.02,Act Two. Act One.,,"
What should we make of what Mike Daisey saw in China? Our staff did weeks of fact checking to corroborate Daisey's findings. Ira talks with Ian Spaulding, founder and managing director of INFACT Global Partners, which
goes into Chinese factories and helps them meet social responsibility
standards set by Western companies (Apple's Supplier Responsibility page is here), and with Nicholas Kristof, columnist for
The New York Times who has reported in Asian factories. In the podcast and
streaming versions of the program he also speaks with Debby Chan Sze Wan, a
project manager at the advocacy group SACOM, Students and Scholars Against
Corporate Misbehavior, based in Hong Kong. They've put out three reports
investigating conditions at Foxconn (October 2010, May 2011, Sept 2011).
Each report surveyed over 100 Foxconn workers, and they even had a
researcher go undercover and take a job at the Shenzhen plant. (15 minutes)Criminal Justice • Labor • Politics • Technology 
Song:
""Out of Sight, Out of Mind"", The Five Keys
 
",454.02
454,0.21,Credits.,,Credits,454.21
455,0.0,Prologue.,"Alex Blumberg, Chana Joffe-Walt, Planet Money","
Ira Glass asks guest host Alex Blumberg whether we should really care about
the current European debt crisis. The answer: yes, we should, and we should
WANT to care too, because this story—and it's actually the story of the
Euro itself—is very surprising and dramatic. This hour, Alex and the
Planet Money team helm the show.
(3 minutes)Economics Alex Blumberg
Chana Joffe-Walt
Planet Money
 ",455.0
455,0.01,Act One. Currency of Dreams.,,"
Planet Money reporters Chana Joffe-Walt and Zoe Chace tells the story of the far-fetched, 150 year-old dream of a universal European currency.
(13 1/2 minutes) ",455.01
455,0.02,Act Two. Eurotopia.,,"
When the Euro arrived in 2002, the BBC called it ""the most ambitious
financial and political change since money began."" Here in the US we don't
think of it as that revolutionary, but in Europe it truly changed how
millions of people lived. Adam Davidson and Chana Joffe-Walt report.
(22 1/2 minutes) ",455.02
455,0.03,"Act Three. Ooh, I Shouldn't Have Done That!",,"
Adam and Chana tell how things turned dramatically worse for the Euro in
2009, when the new government in Greece announced that its national deficit
was twice what the previous government had reported.
(6 1/2 minutes) ",455.03
455,0.04,Act Four. Do-Over.,,"
Chana and Alex tell what happened next, when technocrats in Germany and
other solvent European countries tried to fix the crisis by actually
enforcing the original rules for Euro Zone membership. It turned out that
even determining the real deficit in Greece was no easy task.
(9 1/2 minutes) ",455.04
455,0.05,Act Five. What's a Greek Accountant Got to Do With Me?,,"
Chana and Alex explain that when people talk about Greece today, they're
really talking about Italy...meaning, where will the crisis hit next? And
is it going to hit the US?
(10 1/2 minutes) 
Song:
""Learn From Your Mistakes"", Mr. Julian Gaskell
 
",455.05
455,0.21,Credits.,,Credits,455.21
456,0.0,Prologue.,Jonathan Menjivar,"
Ira plays tape of a man whose job is plowing snow. He'll plow your driveway for money...or, if you're extra nice, he'll do it for free without even mentioning it. And if you're a jerk, well, he's got an answer for that too. He was interviewed by producer Jonathan Menjivar.
(3 1/2 minutes)Jobs/Employment • Neighbors/Neighborhoods Jonathan Menjivar
 ",456.0
456,0.01,Act One. Alien Experiment.,Jack Hitt,"
Last Summer, Alabama passed HB56, the most sweeping immigration bill in the country. It's an example of a strategy called ""attrition through enforcement"" or, more colloquially, ""self-deportation""--making life so hard on undocumented immigrants that they choose to leave the country. But as reporter Jack Hitt found, the new law has had lots of other unintended
consequences. Jack has a book coming out this Spring called Bunch of Amateurs.
(35 minutes)Immigration • Politics Jack Hitt
 
Song:
""You Can't Stay Here"", G.P. Bailey
 
",456.01
456,0.02,Act Two. Ain't Nobody Here but Us Chickens.,Danny Lobell,"
Comedian Danny Lobell tells this story about the unintended consequences of bringing new residents to his Brooklyn neighborhood. Namely, a couple of chickens.
(16 minutes)Animals • Neighbors/Neighborhoods Danny Lobell
 
Songs:
""Neighbor, Neighbor"", Jimmy Hughes
""You've Got To Reap What You Sow"", Barbara Dane and the Chamber Brothers
 
",456.02
456,0.21,Credits.,,Credits,456.21
457,0.0,Prologue.,Ira Glass,"
Host Ira Glass speaks with musician Kristy Kruger about the unique way she dealt with a recent breakup. (4 1/2 minutes) Breakup • Love • Music • Pranks Ira Glass
 ",457.0
457,0.01,Act One. Best Laid Plans. ,"Ira Glass, Kurt Braunohler","
Kurt Braunohler and his girlfriend had been together for thirteen years, and
they were only 30. They wondered why they had never considered marriage, and
realized that they needed to sleep with other people before they tied the
knot. Then the adventure began. Kurt is a comedian who co-hosts a variety
show called Hot Tub (with Kristen Schaal), will host a game show called Bunk
premiering on IFC in June, and has a one man show called The Amish Guide to
F*cking. (18 1/2 minutes) Breakup • Marriage • Relationships Ira Glass
Kurt Braunohler
 
Song:
""30 Days"", Run-DMC
 
",457.01
457,0.02,Act Two. 21 Chump Street. ,Robbie Brown,"
Last year at three high schools in Palm Beach County, Florida, several young police officers were sent undercover to pose as students, tasked with making drug arrests. And this, this is the setting for a love story, reported by
Robbie Brown. Robbie works for The New York Times in Atlanta. (13 minutes)
(13 minutes) Drugs • High School • Love • Police Robbie Brown
 ",457.02
457,0.03,Act Three. Cold Stone Dreamery. ,,"
Ben Loory wrote and tells this story, which begins with a duck falling in love with a rock. It's in his collection Stories for the Nighttime and Some for the Day. (8 minutes) Animals • Fiction ",457.03
457,0.04,Act Four. Fantastic Mr. Fox. ,Jeanne Darst,"
Jeanne Darst tells a story about that iconic crime of passion: snooping. Jeanne is the author of the memoir Fiction Ruined My Family. Note: the names in this story have been changed.
(12 minutes) Jeanne Darst
 
Song:
""Love's Gone Bad"", Chris Clark
 
",457.04
457,0.21,Credits.,,Credits,457.21
458,0.0,Prologue. ,Ira Glass,"
Ira speaks with a reality TV producer named Bill Langworthy, who has noticed
that people do things in front of the camera that they would never, ever do
in their actual lives.
(3 1/2 minutes)Television Ira Glass
 ",458.0
458,0.01,Act One. The Audacity of Louis Ortiz.,Ryan Murdock,"
2008 was a hard year for Louis Ortiz. He had lost his job and was playing in
pool tournaments in The Bronx to scratch together some money. Then one day a
friend pointed out that Louis looked strikingly similar to a man who had
been in the news: presidential candidate Barack Obama. And that's when
everything started to change for Louis, in ways he could never have
expected. The story is told by Ryan Murdock, who is making a documentary
film called The Audacity of Louis Ortiz. He's looking for a distributor.
(38 minutes)Advertising/Marketing • Fathers • Film/Film Making Ryan Murdock
 ",458.01
458,0.02,Act Two. Wife Lessons.,,"
Kristen Finch was a speech therapist who sometimes worked with kids with
Asperger Syndrome, symptoms of which include emotional distance,
inflexibility and missing social cues. Kristin and her co-workers often
joked that all their husbands had Asperger's, since the symptoms overlap
with stereotypically male personality traits. But then Kristen wondered—what if it was actually true for her husband Dave? The quiz that Dave Finch
took to determine whether he had Aspergers can be found online (note: it's
not an official diagnostic tool). Dave wrote a book about this experience,
called The Journal of Best Practices.
(15 1/2 minutes)Marriage • Mental Health • Relationships 
Song:
""Sweet Inspiration"", The Sweet Inspirations
 
",458.02
458,0.21,Credits.,,Credits,458.21
459,0.0,Prologue.,Ira Glass,"
In the town of Nowthen, MN, residents held meetings to debate whether a police force is worth the cost. And in Springfield, IL, the state police motorcycle division has been cut, leading to an increase in highway fatalities. Host Ira Glass talks about these and other examples of the battle between proponents of small government and those fighting to maintain public services. (4 minutes)Economics • Government Ira Glass
 ",459.0
459,0.01,Act One. The Sound of Sirens.,Sarah Koenig,"
New Jersey governor Chris Christie has led some of the most sweeping budget cuts in the country. Producer Sarah Koenig reports from Trenton, where one third of the police force has been laid off, leading to dramatically increased crime. (14 1/2 minutes)Crime • Economics • Government • Police Sarah Koenig
 ",459.01
459,0.02,Act Two. Dream Come True.,Ira Glass,"
Perhaps the biggest proponent of smaller government in the United States is lobbyist and activist Grover Norquist, head of Americans for Tax Reform. He envisions a government reduced in size by half, and has compelled scores of conservative politicians take pledges to never raise taxes. Host Ira Glass speaks with Norquist about his strategies and beliefs, and learns which side seems to be winning.
(14 1/2 minutes)Economics • Government • Politics Ira Glass
 ",459.02
459,0.03,Act Three. Do You Want a Wake Up Call?,Robert Smith,"
After the recession hit, Colorado Springs was in rough shape. City services
were being cut left and right. Then one man wrote a manifesto—a blueprint for how the city could solve its problems. Planet Money's Robert Smith tells the story. Robert is a member of the Planet Money team. (27 minutes)Economics • Government Robert Smith
 
Song:
""Optimism Blues"", Helen Reddy
 
",459.03
460,0.0,Prologue.,Ira Glass,"
Host Ira Glass tells listeners we can no longer stand behind the reporting in the recently aired episode ""Mr. Daisey Goes to the Apple Factory."" He explains how Marketplace reporter Rob Schmitz tracked down Daisey's interpreter in China — a woman named Cathy Lee — who disputes much of Daisey's story. And Ira talks about how Mike Daisey lied to TAL during the fact-checking process, telling Ira and our producers that Cathy was not her real name and that she was unreachable. Ira also stresses that, without Cathy's corroboration of the story, This American Life never should have run the story in the first place.
(5 minutes).Business • Journalism Ira Glass
 ",460.0
460,0.01,Act One. Cathy's Account.,Rob Schmitz,"
Rob Schmitz, a Shanghai-based reporter for Marketplace, tracks down and interviews Cathy Lee, Mike Daisey's interpreter on his trip to Shenzhen, China, and the Foxconn factory. In her interview with Rob, Cathy disputes much of what Daisey has been telling theater audiences since 2010 and much of what he said on the radio. Rob also talks to Mike Daisey about Cathy's version of the trip and tries to square the two accounts.
(21 minutes).Journalism • Radio Rob Schmitz
 ",460.01
460,0.02,Act Two. Mike's Account.,,"
Host Ira Glass has a lot of questions for Mike Daisey, beginning with why Daisey lied to Ira and This American Life producer Brian Reed about how they could fact-check his story with Cathy Lee. Ira also explains This American Life's fact-checking process, in general. (15 minutes).Activism • Journalism • Radio ",460.02
460,0.03,Act Three. The News That's Fit to Print.,,"Here's a longer version of Ira's interview with Charles Duhigg, where
he lays out more details about what we know about Apple's manufacturing operations in China.
",460.03
460,0.21,Credits.,,error,460.21
461,0.0,Prologue.,Ira Glass,"
Host Ira Glass plays a voicemail containing something very common but very
rare to hear: an elected official directly asking a lobbyist for money.
(4 minutes).Government • Politics Ira Glass
 ",461.0
461,0.01,Act One. The Hamster Wheel.,"Alex Blumberg, Andrea Seabrook","For an interactive map of Washington DC fundraiser locations, charts of the
best and worst types of fundraisers, and other online extras, visit Planet
Money's website.
(27 minutes).Business • Economics • Government • Politics ",461.01
461,0.02,Act Two. PAC Men.,Ben Calhoun,"
Everything about political fundraising is changing right now, because of the
2010 Supreme Court decision in Citizens United vs. Federal Election
Commission. Since then, ""Super PACs"" have been able to funnel huge amounts
of anonymous money into races. Producer Ben Calhoun shares the example of
Ami Bera, whose run for Congress was dramatically affected by money from a
Super PAC.
(15 minutes).Economics • Politics Ben Calhoun
 
Song:
""If You've Got The Money, I've Got the Time"", Jo Stafford
 
",461.02
461,0.03,Act Three. The O.G.s,,"
Ten years ago, Congress voted to reform campaign finance, after Senators
John McCain and Russ Feingold took up the cause. Here they reunite on the
radio, to reminisce and lament how that reform failed. Senator Feingold is
author of the book While America Sleeps. (7 1/2 minutes).Economics • Politics 
Song:
""Money Talks"", The Penguins
 
",461.03
461,0.21,Credits.,,Credits,461.21
462,0.0,Prologue.,Ira Glass,"
Host Ira Glass speaks with various people who regularly eat foods that give them severe allergic reactions, stomach cramping and trips to the hospital. (8 minutes)Health Care/Medicine Ira Glass
 ",462.0
462,0.01,Act One. Aces are Wild.,Ira Glass,"
For a generation of baseball fans, when a pitcher suddenly stops being able to perform, it's known as ""Steve Blass Disease"" — after an all-star pitcher who inexplicably stopped being able to throw strikes. Ira Glass speaks with
Steve Blass and others about this phenomenon. Blass is publishing an autobiography (with co-author Erik Sherman) called A Pirate For Life on May 1. MLB Footage Courtesy of MLB.com. (15 minutes)Sports Ira Glass
 ",462.01
462,0.02,Act Two. The Conversation.,"Jonathan Mitchell, The Truth","
The creators of the new podcast The Truth are trying to re-imagine and re-invent radio drama, so it doesn't sound like an antique novelty. They created this for us. It was produced and directed by Jon (yes it's fiction) produced and directed by Jonathan Mitchell, and written by Jonathan Mitchell, Ed Herbstman, and Melanie Hoopes. The actors are Ed Herbstman, Tami Sagher, Libby George and Christian Paluck. (14 1/2 minutes)Fiction • Radio Jonathan Mitchell
The Truth
 ",462.02
462,0.03,Act Three. Just As I Am.,Jonathan Menjivar,"
Producer Jonathan Menjivar tells the story of John Smid, a gay man who did not want to be gay, and who tried to get other gay people to suppress their urges as well. Then...John changed. John's website is
GraceRivers.com. Morgan Jon Fox's documentary, discussed in the story, is called This is What Love In Action Looks Like.
(17 1/2 minutes)Activism • Sexuality Jonathan Menjivar
 
Song:
""Just As I Am"", The Soul Stirrers
 
",462.03
463,0.0,Prologue.,,"
Host Ira Glass plays tape from a political rally in support of a Chicago politician named Derrick Smith, who had just been arrested for accepting a bribe. His supporters likely believed that Smith had erred...but they also believed that the other candidate was even worse. Then Ira speaks with a Franciscan priest named Father Augustino Torres, to help clarify what separates serious sins — the mortal ones — from the not so serious, venial sins.
(9 minutes)Crime • Government • Politics ",463.0
463,0.01,Act One. The Postcard Always Rings Twice.,Alex Blumberg,"
Producer Alex Blumberg tells the story of Jeff Smith, a former Missouri State Senator who spent last year in federal prison. The story of how Jeff ended up there includes large sins, but begins with a relatively small one. In other words, it's the story of a venial sin turning into a mortal one. Alex can regularly be heard on Planet Money, which is a collaboration between NPR News and This American Life. (33 1/2 minutes)Crime • Government • Politics Alex Blumberg
 ",463.01
463,0.02,Act Two. The Disenchanted Forest.,Jonathan Goldstein,"
Lying is a sin. But what about the lies that we all collectively believe because they give us hope? Jonathan Goldstein tells this story about confronting the truth. It's based on one of Aesop's fables. Jonthan hosts Wiretap on CBC Radio, and is author of Ladies and Gentlemen: The Bible. (5 minutes)Fiction Jonathan Goldstein
 ",463.02
463,0.03,Act Three. The Geeks Come Out at Night.,Jonathan Menjivar,"
Because the line between a mortal and venial sin can be hazy, sometimes the only way to tell is to test it. And that's particularly true when you're a kid, trying to figure out if you agree with where your parents draw that line. Producer Jonathan Menjivar tells this story about a time when he tested that line.
(8 minutes)Childhood Jonathan Menjivar
 
Song:
""Up to No Good"", Harvey Swagger Band
 
",463.03
463,0.21,Credits.,,Credits,463.21
464,0.0,Prologue.,Ryan Knighton,"
Ira interviews Ryan Knighton, a blind guy who had a very peculiar experience with a hotel room telephone. Then Ira introduces the rest of the show, which was recorded live on stage in New York City and beamed to movie theaters in the US, Canada and Australia.
(7 minutes) Live Performance • Telephone Ryan Knighton
 ",464.0
464,0.01,Act One. Does a Bear Hit in the Woods?,"OK Go, Ryan Knighton","
Ryan Knighton, who was interviewed in the prologue, tells this story about
trying to get his daughter to understand his blindness. Ryan is the author
of the memoir Cockeyed. (7 minutes)Fathers • Live Performance • Parenting OK Go
Ryan Knighton
 ",464.01
464,0.02,Act Two. Groundhog Dayne.,"Taylor Dayne, Tig Notaro","
Famous people are supposed to be somewhere else, invisible to us. Comedian
Tig Notaro tells this story about repeatedly running Taylor Dayne, who was a
pop star in the late 80s and early 90s. At the end of the story, we have a
little surprise for Tig. Tig Notaro stars in the Amazon show One Mississippi. (16 minutes)Funny • Live Performance • Music Taylor Dayne
Tig Notaro
 
Song:
""Needing/Getting"", OK Go
 
",464.02
464,0.03,"Act Three. Stiff as a Board, Light as a Feather.",David Rakoff,"
David Rakoff tells this story, about the invisible processes that can happen inside our bodies...and the visible effects they eventually have. David died three months after this performance, in August 2012. We dedicated an episode to him, collecting stories he told on the show over the years. David finished a final book - a novel, written in rhyme - called Love, Dishonor, Marry, Die, Cherish, Perish. It will be published in July. Cancer • Live Performance David Rakoff
 ",464.03
464,0.04,Act Four. Turn Around Bright Eyes.,David Sedaris,"Ira Glass's sister once met David Sedaris, and commented that he was much nicer than she thought he would be, given his writing. David replied, ""I'm not nice, just two-faced."" In this story, David shares the thoughts running through his head as he attempts to buy a cup of coffee. His most recent book is Let's Explore Diabetes With Owls. (8 minutes)",464.04
465,0.0,Prologue. ,Ira Glass,"
Ira tells the story of how Oscar Ramirez, a Guatemalan immigrant living near Boston, got a phone call with some very strange news about his past. A public prosecutor from Guatemala told Oscar that when he was three years old, he may have been abducted from a massacre at a village called Dos Erres. Ira also talks to Kate Doyle, a senior analyst at the National Security Archive, about the Guatemalan military's scorched earth campaign, which was going on when the massacre at Dos Erres happened.
(4 minutes)
Immigration • War Ira Glass
 ",465.0
465,0.01,Act One. ,,"
Reporter Habiba Nosheen tells the story of how investigators first heard of human remains at Dos Erres, and how they discovered what the Guatemalan military did there. (28 minutes) ",465.01
465,0.02,Act Two. ,,"Habiba's story continues. Nearly 16 years after investigators first started looking into the Dos Erres massacre, a prosecutor tracks down Oscar and asks him to take a DNA test to see if he is a survivor. But they find out much more. (25 minutes)",465.02
465,0.21,Credits.,,Credits,465.21
466,0.0,Prologue.,Ira Glass,"
Host Ira Glass and producer Robyn Semien get a blackjack lesson from
Andy Bloch, who played for the MIT blackjack team. He teaches them the
basics of card-counting, the technique that gives players an advantage
against the house — enough of an advantage that most casinos will ask you
to leave if they catch you doing it.
(9 minutes)Gambling Ira Glass
 ",466.0
466,0.01,Act One. Render Unto Caesar's Palace What Is Due To Caesar's Palace.,Jack Hitt,"
Jack Hitt tells the story of the Christian card counting team featured in
the documentary Holy Rollers, and why they see no contradiction in being
devout Christians who spend their days in casinos. Jack is the author of the
book Bunch of Amateurs.
(18 minutes)Gambling • Religion Jack Hitt
 ",466.01
466,0.02,Prologue. Part Two.,Ira Glass,"
Ira and Robyn go to the casino to try out their newfound card counting skills. (5 minutes)Gambling Ira Glass
 ",466.02
466,0.03,"Act Two. Harrah's Today, Gone Tomorrow.",Sarah Koenig,"
TAL producer Sarah Koenig tells the story of a woman who sued the casino
where she lost her inheritance, saying that it was to blame, not her. The
story was inspired by a chapter in The Power of Habit, by Charles Duhigg.
(25 minutes)Gambling • Legal System Sarah Koenig
 
Song:
""Play your Cards Right"", Common featuring Bilal
 
",466.03
466,0.21,Credits.,,Credits,466.21
467,0.0,Prologue.,Ira Glass,"
In preparing for this show, we started reaching out to Americans living in China and asking for their stories. A shocking amount of the expats came back with stories about different times they were on Chinese television. So many people sent us their China TV stories that we began to wonder, ""have ALL of you guys been on TV?! Is this the consummate expat
experience in China?"" Several expats talk to Ira about why the Chinese love foreigners on their TV shows. And Evan Osnos, a staff writer for The New Yorker who writes about China, says it's hard for Americans living in China to figure out what to tell friends and family back home.
(7 1/2 minutes)China • Television Ira Glass
 ",467.0
467,0.01,Act One. Why Do You Have to Go and Make Things So Complicated?,Evan Osnos,"
There are about seventy thousand Americans living in mainland China today,
according to the Chinese and US governments. A lot of the Americans in China
only stay for a few years, but then there are others — American ex-pats
who’ve lived in China for a decade or more with no foreseeable plans to come
home. Who are they? And how Chinese do they become? Evan Osnos has this
story, which starts with an ex-pat named Kaiser Kuo. Evan is a staff writer
at The New Yorker and
author of the book Age of Ambition: Chasing Fortune, Truth, and Faith in the
New China.
(29 minutes)China • Government • Journalism • Music Evan Osnos
 
Song:
""In Between"", Kinematic
 
",467.01
467,0.02,Act Two. Beautiful Downtown Wasteland.,,"
There are so few farmers in the United States that in 1993, the census
stopped counting the number of Americans who live on farms at the time. But
in China, despite the vast migration to cities in recent years, more than
half the country still lives in rural areas. Michael Meyer is a writer whose
first book, The Last Days of Old Beijing: Life in the Vanishing Backstreets
of a City Transformed detailed his three years living in Beijing’s oldest
neighborhood. His newest book, about living in rural China — specifically,
in the village his wife comes from — is called In Manchuria.
(17 minutes)China • Jobs/Employment 
Song:
""Odd Man Out"", The Hi-Fi's
 
",467.02
467,0.21,Credits.,,error,467.21
468,0.0,Prologue.,Etgar Keret,"
Recently, host Ira Glass and his friend Etgar Keret were at an exhibit of
photography by Cindy Sherman, and a woman came up to Etgar claiming to be
Cindy Sherman. Then she said she wasn't. Ira decides to call Cindy Sherman
to clear things up.
(9 minutes)
Art Etgar Keret
 ",468.0
468,0.01,Act One. Healthy Start.,Etgar Keret,"
What if someone mistakes you for someone else, and you decide to just go
with it? Actor John Conlee reads this story from Etgar Keret's book
Suddenly a Knock on the Door. In the podcast version, Etgar returns to explain the real-life experience that inspired him to write the story. (12 minutes)Fiction Etgar Keret
 ",468.01
468,0.02,Act Two. Forgive us our Press Passes.,Sarah Koenig,"
Producer Sarah Koenig reports on a company called Journatic, that is
producing local journalism in a brand new way. Or is it really journalism? (23 1/2 minutes)


An article at Poynter.org
adds details to the story.Economics • Journalism Sarah Koenig
 ",468.02
468,0.03,Act Three. Runaway Groom.,,"
Comedian Jackie Clarke tells this story, about parents pretending to be
parents. Jackie is a writer for the ABC sitcom Happy Endings.Parenting 
Song:
""Switcharoo"", Gadjo
 
",468.03
468,0.21,Credits.,,Credits,468.21
469,0.0,Prologue.,,"
For a year, Morgan Block saw her pilates instructor, Mary Archbold, twice a
week. She watched closely as Mary demonstrated moves and corrected poses.
And still, Morgan never noticed that Mary had a disability that should've
been very obvious.
(5 1/2 minutes )
Health Care/Medicine ",469.0
469,0.01,Act One. There's Something About Mary.,,"
Mary Archbold's story continues. She talks to Ira about the tactics she uses
to hide her disability, and why she goes through all the effort to do it.
(8 minutes)Health Care/Medicine ",469.01
469,0.02,Act Two. Objects May Be Closer Than They Appear.,,"
Anton DiSclafani tells the story of her desperate search to find a stranger
who left something on her porch. Anton's book The Yonahlossee Riding Camp
for Girls comes out next summer.
(8 1/2 minutes)Technology ",469.02
469,0.03,Act Three. Seven Year Snitch.,,"
For years, Jorge Salcedo was chief of security for the Cali drug cartel in
Colombia. He was in charge of protecting some of the most powerful criminals
in the world...until he decided to take them down. Karen Lowe tells the
story.
(35 minutes)Criminal Justice • Drugs • Heroism 
Song:
""Witness Protection"", Photons
 
",469.03
469,0.21,Credits.,,Credits,469.21
470,0.0,Prologue.,,"
A man discovers that his wife is cheating on him, and turns for advice to
someone he's sure will have his back: his lawyer in the separation
proceedings. Unfortunately for him, this is the worst person he could be
turning to for advice...because his wife is cheating with the lawyer.
(7 1/2 minutes)Breakup • Divorce • Marriage • Relationships ",470.0
470,0.01,Act One. Just South of the Unicorns.,,"
A teenager runs away from home to move in with someone he's never met, his
idol, the person he respects most of all — a fantasy writer named Piers
Anthony. Logan Hill reports.
(32 1/2 minutes)Family • Teenagers • Writing 
Song:
""I Want Somebody (To Show Me the Way Back Home)"", Willie Tee
 
",470.01
470,0.02,Act Two. Oh! The Places You Will Not Go!,,"
A man who believes he's turning into a cockroach reaches out to a world
famous doctor for advice. Except the doctor will only respond in rhyme. This
story was written and performed by David Rakoff and Jonathan Goldestein,
with a cameo by Julie Snyder. It originally aired on the CBC show Wiretap. Jonathan Goldstein's book I'll Seize
the Day Tomorrow is out in paperback. Before he died in 2012, David Rakoff finished a final book, a novel written in rhyme called Love, Dishonor, Marry, Die, Cherish, Perish, A Novel By David Rakoff. We devoted an entire episode to David.
(13 1/2 minutes)Fiction 
Song:
""The Way Things Go"", Mikal Cronin
 
",470.02
470,0.21,Credits.,,Credits,470.21
471,0.0,Prologue.,,"
At a Muslim community center in New York, two lawyers teach a
workshop on how to react when an FBI agent shows up at the door asking
questions. The workshop is a project of CLEAR — Creating Law Enforcement
Accountability and Responsibility — at the City University of New York
School of Law.
(10 1/2 minutes)Legal System ",471.0
